0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,celltype,batch
-0.99681777,-0.21067023,0.16160284,-0.98757124,-0.99476796,-0.85846573,0.2932922,-0.36091465,-0.63323206,-0.31680977,0.84616166,-0.78091985,0.7492006,-0.3465198,-0.2715189,-0.58436865,-0.87368804,-0.8635037,-0.755711,0.71780074,0.40826774,-0.17807361,-0.64649814,-0.9999551,-0.7058574,-0.535534,0.6598203,-0.0937228,-0.36947307,-0.019939233,-0.05522709,0.60200024,acinar,celseq
0.7436265,0.10315208,0.5069861,-0.87066686,-0.9948388,-0.93262374,0.7293468,-0.24949145,-0.4928039,0.056019995,0.51139367,-0.7221017,0.522307,-0.72992104,0.47225565,-0.3677288,-0.78699493,-0.8291105,-0.37712422,0.10691531,0.53190345,-0.27504417,-0.436562,0.980271,-0.40267128,-0.48824978,0.32287446,-0.2263655,-0.064815514,0.21569261,-0.38610417,0.5992919,acinar,celseq
0.90814763,0.0509705,0.2686135,-0.99941236,-0.9951373,-0.5946602,0.48013464,-0.30034262,-0.74214005,0.25041655,0.927388,-0.78489983,0.31822053,-0.6824727,0.08108212,-0.5343124,-0.78069896,-0.9570437,-0.42829603,-0.46201807,-0.4473702,-0.40961224,0.043862723,0.9904735,-0.81605136,-0.35996762,0.2087323,-0.6920041,-0.052065544,0.28673184,-0.31024155,0.9522779,acinar,celseq
0.9361015,0.112328984,-0.07091454,-0.96670485,-0.9997718,-0.39917699,0.26933226,0.061858226,-0.60625696,0.5565549,0.9515666,-0.09534024,0.45913687,-0.65687644,0.8588827,-0.48639604,0.28636307,-0.49555472,0.10314955,-0.4938371,0.16685377,-0.14770217,-0.01423909,0.99938095,-0.82229465,-0.024238767,-0.22464743,0.263809,-0.16654934,0.45298985,-0.21211131,0.6936792,acinar,celseq
0.9826374,-0.12892918,0.8250042,-0.9865229,-0.99934876,-0.8982873,0.66833943,0.14256428,-0.7622662,0.28229892,0.87581736,-0.7450156,0.67395806,-0.34547192,0.3897744,-0.25355083,-0.6248515,-0.99503857,0.38002986,-0.4369267,0.27016056,0.6478482,0.08593915,0.97508204,-0.39762816,-0.13161331,0.6570808,-0.36345452,-0.31288028,0.15055092,-0.81123143,0.767751,acinar,celseq
0.9942103,0.50395703,0.21836986,-0.9943964,-0.9949586,-0.6241892,-0.20206037,-0.58296293,-0.6821116,-0.25500888,0.9071937,-0.050883986,0.30584824,-0.6050074,0.8353089,-0.66577,-0.31683165,-0.78371567,0.1234016,-0.59866804,-0.17987159,0.012203518,-0.16509588,0.9997565,-0.24009705,-0.12060113,-0.2369749,-0.409892,-0.12274059,0.8880985,-0.15052031,0.87231684,acinar,celseq
0.88663435,0.3763473,-0.03603042,-0.995308,-0.9473141,-0.824964,0.30813116,-0.261363,-0.7209228,-0.52906835,0.8718744,-0.7369406,0.61888003,0.044238754,0.09623444,-0.4464067,-0.29812887,-0.9872966,-0.762206,-0.5474402,0.4411488,0.41660306,-0.38704532,0.85825944,-0.90745944,-0.0101888515,0.48350275,-0.06069955,-0.5753261,0.6400829,-0.37011197,0.92599773,acinar,celseq
-0.6440698,-0.3699893,0.33397663,-0.9587185,-0.98930866,-0.7244885,0.36491865,0.64578664,-0.5083437,0.13367213,0.20582122,-0.6216455,0.537393,-0.41093913,-0.04303266,-0.51570606,-0.25912413,-0.16315922,-0.2344472,0.07821563,0.16406149,-0.11412425,-0.21719348,-0.040306244,-0.42142075,-0.84443927,0.6802988,0.027948998,-0.0629093,-0.0116641,-0.33827576,0.91448295,acinar,celseq
0.9915914,-0.020737251,0.2762613,-0.9991967,-0.9938897,-0.8356491,0.64493674,-0.40447816,-0.72783965,-0.4183464,0.88557464,-0.7431758,0.6096707,-0.39719582,0.45529586,-0.68316025,-0.58076763,-0.9926273,-0.40556738,-0.39563686,0.32090184,0.0014134635,-0.26597008,0.9992046,-0.87849355,-0.34537205,0.23980679,-0.68427354,-0.35500816,0.2586977,-0.21453595,0.96495086,acinar,celseq
0.98264736,0.65345544,0.38516927,-0.9947422,-0.99478394,-0.9449046,0.32049718,-0.16537005,-0.62221915,-0.23321219,0.917139,-0.5244195,0.44548106,-0.3754211,0.5459441,-0.4102731,-0.35279104,-0.96078575,0.017472513,-0.6776461,-0.12055853,0.22823374,-0.5090511,0.9997503,-0.50823987,-0.47172636,0.6226564,-0.7718103,-0.39329016,0.86917007,-0.71406054,0.8938724,acinar,celseq
0.9335935,0.17582963,0.43315682,-0.99826854,-0.9823515,-0.91946214,0.58532363,0.49253595,-0.62576574,-0.3750571,0.9154948,-0.79193103,0.6574229,0.010252207,0.39300162,-0.57494706,0.26703206,-0.9928743,-0.37660635,-0.27023008,0.24854353,0.27733663,-0.73543394,0.968125,-0.6901293,-0.25053427,0.6180457,-0.61509264,-0.29975456,0.71150863,-0.23311716,0.95416427,acinar,celseq
0.997403,0.14041808,-0.42957705,-0.99825656,-0.9975489,-0.419144,0.11889191,-0.42181966,-0.01364857,-0.3491617,0.8928093,-0.15518416,0.028584879,0.5819168,-0.8854238,0.15509157,0.539712,-0.98652256,-0.668151,-0.2377762,-0.7609546,0.71182954,-0.8451011,0.9999719,0.7767557,-0.8212472,0.6764184,-0.92556477,0.23213437,0.8166246,-0.07957385,-0.2039623,acinar,celseq
-0.9829883,-0.3691962,-0.09932115,-0.99889493,-0.97267824,-0.8556898,0.05660152,0.03688705,-0.8268699,-0.36624506,0.8876743,-0.6853462,0.68317986,-0.11179502,-0.6228668,-0.3881145,-0.7311888,-0.97574943,-0.95232314,0.64816624,0.34511054,-0.14747398,-0.44052672,-0.99749017,6.249547e-05,0.00045858315,0.6144609,0.117408454,-0.20191821,-0.2020065,-0.0039118845,0.90412545,acinar,celseq
0.9351325,0.8943049,0.36130777,-0.973071,-0.9963046,-0.87214434,0.07660808,-0.33282608,-0.8282229,-0.266481,0.6028986,-0.4756122,0.44882375,-0.51383656,0.7869578,-0.46591413,-0.18552822,-0.9143764,-0.06146825,-0.3465268,0.053347666,0.08674427,-0.4023201,0.99793863,-0.4901496,-0.11135936,0.17242017,0.0268306,-0.2977243,0.8003176,-0.39686462,0.60118157,acinar,celseq
0.86088485,0.3895677,0.14487897,-0.9984698,-0.97122514,-0.98245364,0.2603616,-0.5171729,-0.5664293,-0.07929876,0.9627341,-0.9103593,0.4514146,-0.44954374,0.5742802,-0.5895424,-0.09515166,-0.99268746,-0.6293248,-0.4743471,0.71238804,0.12915015,-0.40660948,0.9874612,-0.41377035,-0.70037276,0.70330334,-0.2736935,-0.8572137,0.24413152,-0.73705536,0.97311276,acinar,celseq
0.9711832,0.6857462,-0.20224833,-0.9950249,-0.9904774,-0.6506391,-0.11437564,-0.47828612,-0.4587513,-0.88807255,0.842304,0.081976414,0.3124044,0.45548743,0.35104635,-0.5736149,0.4840721,-0.982326,-0.55530226,-0.2972905,-0.041388646,0.3259931,-0.13326353,0.8003278,-0.45233864,-0.21818139,-0.07862365,0.21982387,-0.012346727,0.21875577,-0.41537184,0.85175025,acinar,celseq
0.97425276,0.83412623,-0.3541231,-0.998536,-0.9892869,-0.781986,-0.3203801,-0.45548066,-0.529144,-0.6953903,0.73073435,-0.068274185,0.18529953,0.28850922,0.5555567,-0.313644,0.38269076,-0.9828694,-0.46028563,-0.5534182,-0.013167966,0.030346084,-0.26318645,0.99561065,-0.7940965,-0.054468665,0.015149795,0.033478834,-0.4849943,0.5195093,-0.11718727,0.55455714,acinar,celseq
0.75370336,0.64245874,0.40198588,-0.90656084,-0.9735793,0.17284797,0.17939863,0.5555303,-0.20467652,-0.1694863,0.42059433,-0.23840854,0.21945216,-0.66580194,0.58987653,0.16016145,-0.60089564,-0.96426237,0.2578289,-0.52517694,-0.46543723,0.27406394,0.344521,0.96451163,-0.18309371,0.006296625,0.37170488,0.020118611,0.009122096,0.8383641,-0.24444367,0.4874149,acinar,celseq
0.8615407,0.6848229,0.33612838,-0.998688,-0.9974828,-0.9309762,0.5947474,-0.5617269,-0.74800473,-0.1350868,0.8486441,-0.9268986,0.72324586,-0.4906191,0.31063324,-0.3468397,-0.74199957,-0.9903395,-0.67412984,-0.23440193,0.2547728,-0.18064085,-0.7016965,0.83707845,-0.81243837,-0.47694477,0.7654065,-0.36976764,-0.50217205,0.43863776,-0.30539295,0.7972332,acinar,celseq
0.9977492,-0.04983046,0.14691216,-0.9898461,-0.99456465,-0.56892616,0.56112564,-0.21884951,-0.91699266,-0.3910647,0.9445472,-0.39140177,0.59594107,-0.21752802,-0.31633738,-0.70036644,-0.37129146,-0.987337,-0.34834766,-0.58069265,0.617152,0.38369355,-0.3539048,0.9974754,0.075157925,-0.035738017,0.4648132,-0.6467663,-0.10652654,-0.0702662,-0.0811186,0.9450142,acinar,celseq
0.98250926,0.42665204,0.160424,-0.92317444,-0.92857385,-0.7519865,0.48710036,0.05043325,-0.52094406,-0.5301009,0.93628347,-0.051661126,0.17413655,0.14321713,0.30173853,-0.30377194,-0.40834525,-0.9798833,-0.29312295,-0.47283065,-0.14738044,0.44262552,0.0136989495,0.99722666,-0.21246527,0.07488442,0.6752085,-0.4508395,0.002924702,0.62417173,-0.46219918,0.8722032,acinar,celseq
0.96922195,0.6766219,-0.22233297,-0.9996213,-0.98772526,0.3316964,-0.11700107,-0.11938015,-0.21786866,0.24021676,0.9176262,0.22891104,-0.5024219,-0.60785395,0.58103245,-0.35115018,-0.1311979,-0.6713259,-0.20399529,-0.7579563,-0.76439214,0.27483562,-0.33560592,0.9995401,-0.7383684,-0.1826721,0.28436664,-0.61902666,-0.26093104,0.87816507,-0.14184499,0.91903985,acinar,celseq
0.25981835,0.7170383,-0.3296139,-0.99273396,-0.099872716,-0.24295975,0.15827723,0.13477005,-0.35819846,0.22675104,0.72167605,-0.4181057,0.41874343,-0.3037136,0.5971141,-0.33145407,0.3067821,-0.68655306,-0.5436765,-0.38335848,-0.75517786,-0.24754637,-0.32944617,-0.6355641,-0.86248654,0.24186404,0.3390943,-0.62061256,-0.26339516,0.79249984,0.02390002,0.80395603,acinar,celseq
0.99850106,-0.064673685,0.6199911,-0.9999496,-0.99971807,-0.7113078,0.6793705,-0.1641755,-0.6558987,0.39456227,0.9169017,-0.5009631,0.6557229,-0.5906211,0.35738164,-0.55818456,-0.23370549,-0.9812138,-0.25974762,-0.55181414,0.2402496,0.009674723,-0.37509876,0.9998364,-0.7440469,-0.4461906,0.3607708,0.10957647,-0.15631717,0.026440741,0.2328635,0.8782958,acinar,celseq
0.9751966,0.3630067,0.1451077,-0.9980779,-0.9980986,-0.17035758,0.13776892,-0.09719277,-0.22878276,0.28735325,0.7851232,-0.2804997,0.7267727,-0.2545476,0.6257934,-0.4598919,0.77129686,-0.9852661,-0.29373804,-0.1879883,-0.6798417,0.31757438,-0.7642119,0.99958795,-0.7110488,-0.45803517,0.43729585,-0.699635,-0.44356903,0.82959497,-0.632305,0.71593606,acinar,celseq
0.9975769,-0.27755472,0.5967654,-0.99571645,-0.9998819,-0.99313897,0.62459975,-0.33849517,-0.9310952,0.24412955,0.7559024,-0.75478595,0.8258773,-0.050099514,-0.28503224,-0.58983636,-0.5364532,-0.99873084,0.35152113,-0.45047998,0.0710219,0.7649372,-0.21256672,0.99981195,-0.46611476,0.031043086,0.65083295,0.2573303,-0.15171832,0.0341149,-0.34384468,0.7163017,acinar,celseq
0.7149251,0.51761276,0.36636177,-0.9957798,-0.9816398,-0.9393208,0.76900816,-0.6236418,-0.6201433,-0.1648152,0.93349,-0.9032247,0.7162489,-0.57588464,0.34397554,-0.35342675,-0.40835875,-0.99220794,-0.6572077,-0.20883612,0.26237807,-0.17223798,-0.3873768,0.54187375,-0.6964501,-0.69844496,0.3701385,-0.4756117,-0.35730097,0.3691592,-0.44730958,0.9091169,acinar,celseq
0.97475725,0.2218965,0.65868175,-0.9863231,-0.9990651,-0.79589903,0.62741584,-0.04666581,-0.57307476,0.025033718,0.94761056,-0.7603354,0.50949055,-0.39704156,0.27708322,-0.36618933,-0.7475914,-0.99438626,0.48906007,-0.6855998,-0.13027863,0.59048986,-0.0533924,0.99838555,-0.7992759,-0.2733781,0.6320796,-0.41861024,-0.19345368,0.732428,-0.8587653,0.8218915,acinar,celseq
0.66687834,0.630054,0.5871672,-0.9875893,-0.9998196,-0.824874,0.012918131,0.44995052,-0.6770071,0.40931964,0.85256886,-0.66484916,0.7994831,-0.5398673,0.66145766,-0.2280946,-0.83605206,-0.98788756,0.40360817,-0.2385441,0.13333522,0.18004549,-0.6331147,0.5170106,-0.62788194,-0.3383178,0.61953837,-0.0018970941,-0.37757984,0.70739573,-0.58805144,0.85102624,acinar,celseq
0.9969405,-0.47244096,0.15964633,-0.99967664,-0.99885577,-0.84152216,0.40393075,0.32129112,-0.72687006,-0.46237138,0.9745834,-0.44919902,0.5907427,0.31284386,-0.18391626,-0.49381426,-0.030640354,-0.9991847,-0.07551122,-0.6417799,0.75698847,0.87182856,0.028782276,0.9994032,-0.6112815,-0.021332348,0.4798121,-0.53563815,-0.21835096,-0.02958428,-0.33148533,0.93619394,acinar,celseq
0.99364173,-0.11176329,0.7371937,-0.99971324,-0.9984242,-0.96891576,0.65310407,-0.33098057,-0.65109944,0.031708308,0.9422513,-0.82357556,0.7401832,-0.2334446,0.5218136,-0.37235415,-0.8034919,-0.9964109,-0.041878033,-0.6567906,0.61208093,0.6193425,-0.17696613,0.9980516,-0.846841,-0.34453988,0.71704745,-0.33455804,-0.2503863,0.29253528,-0.468692,0.8527592,acinar,celseq
0.9818266,-0.2616643,-0.0572496,-0.95866334,-0.9840151,-0.78158593,0.46480638,-0.21493332,-0.71590513,-0.6999135,0.8526468,-0.69425356,0.8936516,-0.16139169,0.14482918,-0.61760265,-0.43525472,-0.9706616,-0.28473276,-0.38577908,0.85925066,0.33694172,-0.10880085,0.9995563,-0.6481425,0.08064051,0.28180453,-0.04673828,-0.35312468,0.47009057,-0.08403934,0.903427,acinar,celseq
0.99085337,-0.1279639,0.67638135,-0.9976595,-0.9954523,-0.91206723,0.44337788,0.110049486,-0.8244569,-0.28989425,0.9372615,-0.67970324,0.57494396,0.016471563,0.20324638,-0.38318992,-0.7134675,-0.9973514,-0.03782005,-0.5938175,0.6566943,0.8369592,0.023278795,0.9979109,-0.5525415,0.1942594,0.68190825,-0.43169796,-0.21916328,0.37163398,-0.6786475,0.7716151,acinar,celseq
0.9398922,0.38254195,0.466926,-0.9113852,-0.99513537,-0.9838514,0.7614593,0.14489692,-0.7700632,0.45754468,0.6305323,-0.7038381,0.7654178,-0.41441107,0.61391413,-0.24398386,-0.1924878,-0.8745711,0.8467818,-0.48933193,0.28466952,0.16439731,0.028458407,0.97713673,-0.5595515,-0.43304953,-0.02810853,-0.09177805,-0.48254114,0.33502996,-0.67877287,0.6167334,acinar,celseq
0.9732414,0.12607338,0.19834581,-0.98524207,-0.9980539,-0.8391234,0.67571044,-0.05357001,-0.76011443,-0.55246484,0.70917195,-0.7142524,0.6486348,-0.095733054,0.06728765,-0.6477963,-0.81487226,-0.9597093,0.42971617,-0.3838415,0.5379151,0.5828428,-0.37402576,0.9965297,-0.7458746,-0.5905547,0.26047766,-0.50305396,-0.464833,0.58046484,-0.3852634,0.8817822,acinar,celseq
0.9826091,0.24845268,-0.015972625,-0.9993121,-0.9864528,-0.9536392,0.42789453,-0.17690858,-0.14004183,-0.6459264,0.6206303,-0.28980625,0.6468489,0.34925115,0.643298,-0.33743992,-0.35488835,-0.96247286,0.14340846,-0.2866337,0.8624083,0.0014742153,-0.7542921,0.99991566,-0.848187,-0.05577601,0.31155902,-0.02489523,-0.76620656,0.6681871,-0.3264031,0.53515285,acinar,celseq
0.97939205,0.113607876,0.30860543,-0.9978032,-0.9970476,-0.95974165,0.6862539,-0.24071361,-0.5831445,-0.100130074,0.6431008,-0.8357788,0.58580434,-0.24591996,-0.43151516,-0.374149,-0.79656094,-0.9805586,0.2686809,-0.4048567,0.3767818,0.07676213,-0.254221,0.97842366,-0.774309,-0.37956798,0.09553055,-0.24383864,-0.29020545,0.45648634,-0.49050307,0.5764084,acinar,celseq
0.99055856,0.45820454,0.16963378,-0.9958581,-0.99929494,-0.98754746,0.57534236,-0.5999553,-0.68837094,-0.29954496,0.8902336,-0.72929937,0.6825979,-0.17810175,0.19957054,-0.42467225,-0.66567516,-0.9969895,-0.15793318,-0.4966743,0.18794088,0.44322085,-0.70106035,0.9975972,-0.72897726,-0.80672663,0.7334386,-0.7290178,-0.59924436,0.755241,-0.6768422,0.7284291,acinar,celseq
0.97538203,0.3406241,0.3201469,-0.9839185,-0.99440867,-0.72532225,0.46314004,-0.19464841,-0.75190973,-0.48333833,0.5194848,-0.7818368,0.79484326,0.011457862,0.1324338,-0.24154991,-0.6144285,-0.982914,-0.54964536,-0.3984305,0.65393627,0.6091042,-0.12106505,0.98504525,-0.7616361,0.117368065,0.36604434,-0.34922823,-0.30142862,0.3636914,-0.3897724,0.57842135,acinar,celseq
0.9891237,0.3822744,-0.01206986,-0.9963489,-0.9905588,-0.9699622,0.19295849,-0.32903543,0.25081354,-0.57366294,0.8947132,0.20718874,0.37630975,-0.31195602,0.92756283,-0.60208136,0.32149872,-0.9810179,-0.36741972,-0.3629989,0.38214913,0.22365098,-0.504077,0.9999499,-0.76520264,-0.11163082,0.10894357,0.608854,-0.22562118,0.7709148,-0.32886967,0.9305158,acinar,celseq
0.9703053,0.326596,0.3515914,-0.9979591,-0.99856526,-0.99467134,0.45927635,-0.2481164,-0.5919332,-0.1732601,0.87335706,-0.73196757,0.8783416,-0.036748674,0.5637332,-0.6047258,-0.6424189,-0.99535644,0.20913456,-0.44465357,0.51161957,0.19694602,-0.6478213,0.9960993,-0.8852664,-0.64313805,0.42014912,-0.42004472,-0.5944613,0.51856947,-0.7901135,0.8965943,acinar,celseq
0.9577942,-0.40781423,0.11857961,-0.9954942,-0.9992349,-0.96480185,0.39905787,-0.16857119,-0.6790707,-0.49953952,0.86778957,-0.7711801,0.8884526,0.06578595,-0.1919799,-0.49369147,-0.49112412,-0.99874216,-0.6331856,-0.068852775,0.7254257,0.20097399,-0.3136736,0.9755995,-0.5373071,-0.1231896,0.56501484,-0.29958287,-0.27506176,-0.08665006,-0.48441824,0.8710928,acinar,celseq
0.97697526,0.11964728,0.50728893,-0.9902755,-0.9893212,-0.93863386,0.44339454,0.115123,-0.67728007,-0.4766594,0.8060017,-0.83761275,0.73085374,0.44633472,0.50460595,-0.42692065,-0.78331554,-0.96991307,0.19668241,-0.594287,0.64495784,0.64260495,-0.051795922,0.9920098,-0.7449969,0.057883583,0.5280748,-0.30692706,-0.46271214,0.5393757,-0.3829161,0.6552184,acinar,celseq
0.9911576,0.6197914,0.067848824,-0.998716,-0.9984827,-0.9608182,-0.032348488,0.06041598,-0.44786295,-0.44851616,0.8987268,-0.056545883,0.3972499,-0.14630488,0.10672755,-0.15367581,-0.7822061,-0.9938667,0.6536089,-0.5390688,-0.25876898,0.23550162,-0.42413923,0.9993806,-0.22942314,-0.7358571,0.42664453,-0.6698278,-0.19560327,0.8238007,-0.8922502,0.90684503,acinar,celseq
-0.9998782,-0.45994243,-0.07392043,-0.8308113,-0.9343416,-0.7876561,0.25205067,0.075235195,0.5292369,-0.314073,0.93991184,-0.73289335,0.49826398,-0.3752712,-0.0966149,-0.13988605,-0.82109827,-0.9876625,-0.78279597,0.8813657,0.3759481,-0.33341363,-0.81464833,-0.9999989,-0.41616455,0.44852558,0.69332314,0.10487619,0.10135534,0.037198823,-0.37577298,0.860267,acinar,celseq
0.9876065,-0.447921,0.74341345,-0.9940296,-0.9984368,-0.9854829,0.5852652,0.19029666,-0.72047645,-0.2395614,0.9363044,-0.8254537,0.75718665,-0.08512199,0.17570107,-0.6747873,-0.68893164,-0.9984786,0.18476503,-0.375228,0.5761634,0.6937465,-0.13834642,0.9778182,-0.77910906,-0.17983253,0.69054323,-0.3513618,-0.18346804,0.04925814,-0.611668,0.93618006,acinar,celseq
